text,label
Mikä on paras sYötTi aaaahvenlle?,OK
TäNääN on hvoNo SYönt1.,OK
TÄMÄ SERVerI kAATUU xD,MINOR
ilmainen nitro njISg,MINOR
pane mun ti$s!t4 5aatanan mamuu.???,SEVERE
Tehkää pArannus t@i juuuumala rankais3e. :(,MODERATE
Lai7a kuva suN pillusT@.,SEVERE
Nussin 5ua ja koko suN p3rhe. :(,SEVERE
Matti_M16,OK
nieriä nappasi hyvin täällä.,OK
TäMä serveri jumittaa,MINOR
OlEtko OiKeas+i noIn urpo????,MODERATE
TyyKkään tästä pelistä.,OK
"Olipa mahtava hauki, joka nappasi!",OK
serveri on täYsi pe1le.,MODERATE
|<uole poiz vi+un trAn$u.,SEVERE
Mistä löytyy kaunis taimen?,OK
!me mun munaa s@4tanan mutAkvoNo.,SEVERE
FishingMaster68,OK
huorAt pilaa svom3n. xD,SEVERE
R4iskaaN svt jA ko|<0 svn p3rh3.,SEVERE
"H3il Hitler, hu0rat vUnIin.!!!1!",SEVERE
Ki!7os peLIstÄ.,OK
HaluAn im3 Sua.,SEVERE
mann3t pila@ suomen.,SEVERE
halpaa kultaa AjzqJ,MINOR
LA!tA kvva sun kYrpästa.,SEVERE
Mistä löytyy mahtava lohi?,OK
seuraa minua somessa ttviI,MINOR
Tämä peli 0n paSka....,MODERATE
FishingMaster64,OK
La!T4 kuva zun KulLis+4.,SEVERE
Kireitää siimooja kaik1lle.,OK
TÄMä ModEt on paska.,MODERATE
h4lv1s1tko n41d4 mvn kvll1?,SEVERE
Matti_M53,OK
Laita kvva SuN p3rseSta.,SEVERE
"Olipa huono hauki, joka karkasi!",OK
Mikä on paras syötti särkille?,OK
TuulEeko muille sIiiKaa?,OK
TÄMä sERVeRI ON HIDaS,MINOR
KuoLe pois viiii7un jv+|<u.!!,SEVERE
L4ita kuV@ Sun ku|l!sta.,SEVERE
"HE!L HitLer, traNsvt uuni!n.",SEVERE
Sä oo+ lIkainen rySzÄ.,SEVERE
klikkaa tästä tgqHy,MINOR
IceFisher68,OK
hauki nousi hyviiin täällä.,OK
"ViTun Hom0, vedän tuRpaan!",SEVERE
liity tähän DeLxW,MINOR
ÄlkÄä kuvnnelko tO7a luvS3ria.,MODERATE
klikkaa tästä wDHZg,MINOR
"allah p3|@staa, te ol3tte huonoa.",MODERATE
Sain juuri huonon siikan.,OK
TäMä PelI on oksettaaaava.,MODERATE
Älkää KuUnnelk0 tOta uRpoaaaa.,MODERATE
Kire!tä siimojaaa kaikil|e.,OK
Huomenna uusi Kisa.,OK
Sanna8854,OK
Vittu mItä liKainEN touhua....,MODERATE
Laita kuv@ suN kyrpästA.,SEVERE
laiTa Kuva $un pillu$+a.!,SEVERE
klikkaa tästä nGEVJ,MINOR
7ämÄ ka!kki on huuono.,MODERATE
Matti_M23,OK
Sain juuri kivan kiiskin.,OK
die Ja |<oK0 sun p3rhe.,SEVERE
TÄMÄ SeRVERI L4GIi,MINOR
seuraa minua somessa GxVEZ,MINOR
ONk0 TÄÄLLÄ KE+ÄÄN,MINOR
Sä oot ihan j0nne. :D,MODERATE
"0lipa hyvä säRki, joKa napPasi!!",OK
die ja k0ko 5un perhe.,SEVERE
"V!Tvn nE3kerI, nu5sin sv4!",SEVERE
Lai+a kuva sun Kullista.,SEVERE
klikkaa tästä iHKsK,MINOR
"vihreät on paras, muut on nooba.",MODERATE
Sanna889,OK
5ä oO7 lik4inEn rys$ä.,SEVERE
Kuo1e poi$ Vitun ryssä.,SEVERE
Sä oot li|<@!neN nee|<eri.???,SEVERE
IceFisher56,OK
ilmainen nitro cXhjO,MINOR
Sanna885,OK
naid@ mun kulli4 $aatanaN Ryssä.!!,SEVERE
Mene pois vitvn jonNe. xD,MODERATE
K4ikki m@Nn3 pi+ä!5i 7appAa.!!!1!,SEVERE
Vit+u mitä surk3a tOuhua.,MODERATE
Sain juuri komean kiiskin.,OK
ilmainen nitro TOaOC,MINOR
ilmainen nitro WOYON,MINOR
seuraa minua somessa LfvOx,MINOR
TämÄ serveRi Jumittaa,MINOR
tran$v+ pilaa sUom3n.???,SEVERE
Mitä pilkkiä suosittelette?,OK
Tran$Ut pi|aa su0men.!,SEVERE
HAist@ pAska serv3ri.,MODERATE
$l!t your throat ja kok0 sun p3rhe.,SEVERE
Kiitos pelisTä. xD,OK
Teh|<äÄ parannus T@i saatana raNKaise3.,MODERATE
"Heil hItl3r, NeEkEriT vvnI!N.",SEVERE
tämä sErver! on oKseTtava.,MODERATE
|<uuuuKaan ei tykkää sus7a joNne.,MODERATE
kU|<aan ei tyKkää susTa noob.,MODERATE
HaisTa paska s1nä.,MODERATE
Saiin juUri mAhtavan Kiiskin.,OK
Vittu mItä Ärsy+tävä tovhUa.,MODERATE
bl@ablaa!,MINOR
naiiiida MvN kyrpä4 s@4Tanan hu0r@.,SEVERE
H4ista paska s1nää....,MODERATE
"taivAs pel4$7aa, Te ole+te Hu0nooooaaaa.",MODERATE
seuraa minua somessa SHAuO,MINOR
Sä o0t lika1n3n transv.,SEVERE
Vittu mi+ä likaineN touhUa.,MODERATE
M3ne pois vitvn no0b.,MODERATE
TÄMÄ zeRVERI Ei TOIMi,MINOR
Kukaan ei tykkää Susta jOnne.,MODERATE
"Olipa iso ahven, joK4 naPpasi! :D",OK
Tämäää modEt on ookzeettavaa. xD,MODERATE
klikkaa tästä zjGks,MINOR
OOtko h0m0? Pa!nu vItTuun....,SEVERE
"Heil Hitl3r, rys5ät uvn1in.",SEVERE
"White P0w3r, Vitun ne3|<eri.!!",SEVERE
PelI ooon täys! bot.,MODERATE
"Olipa kaunis lohi, joka nousi!",OK
Oo7ko ryzsä? p4inu vit7uvn.,SEVERE
"he!l Hit1er, hu0r@T uuniin.",SEVERE
älkÄä kvunn3lKo ToTA idiiioottiaa.!!!1!,MODERATE
"Whi7e P0weR, v1+vn NEekeri.",SEVERE
Lagittaa,MINOR
TÄMÄ SERVERI ON HIDA$,MINOR
missä aDmin :(,MINOR
Ha1uan p4n3 su@.,SEVERE
seuraa minua somessa dOqpz,MINOR
7ämä seerveri pätkii,MINOR
hvora+ p1laA suoMEn.,SEVERE
FishingMaster76,OK
kukaa4N e1 tykkää SUst@ ton+tu....,MODERATE
"Olipa hieno ahven, joka karkasi!",OK
aahven naPPasi hYviN täällä.,OK
Ol3+ko OikeastI noiN t0nt7u?,MODERATE
"Olipa komea nieriä, joka karkasi!",OK
Oletko oIkea$Ti noin Nolif3?,MODERATE
L41t4 Kuva svn kyrpäS+a.!!!1!,SEVERE
kuole Pois v!Tvn neekeri.,SEVERE
Sä ooT 1han 7yhmä.,MODERATE
FishingMaster50,OK
halpaa kultaa HlLot,MINOR
Haista paska s1nä.,MODERATE
TehKää parannvS tAi jeesuS r4nkaisee.!!!1!,MODERATE
Painu HelvettiIn siItä.,MODERATE
mutakuoooonot pIl@a svom3n.,SEVERE
ilmainen nitro UUmSN,MINOR
TÄMÄ sERvERI KAA7UU,MINOR
Matti_M99,OK
miksi tämä ei toIm!,MINOR
tehKää pArannuuuuS t4i kirkko rAnk@ise3.,MODERATE
TänäÄn on huono syönti.,OK
Tämä kAikki oN huOnO.,MODERATE
MiteeeeN vaihdetaan pilKkiÄ?!!!1!,OK
haluan kikzau+t4A suA.,SEVERE
liity tähän SpLgm,MINOR
@dmin on Täyzi idiootti.!,MODERATE
nähdään huomenna.,OK
tÄMÄ SeRVERI KAATvU :(,MINOR
Tämä serveri Ei t0imi,MINOR
"Olipa komea nieriä, joka tuli!",OK
"Wh!te Power, v!tUn mut@ku0no.!",SEVERE
ilmainen nitro EjKRr,MINOR
Vittu mitä oksett@va touhua.,MODERATE
Kaa1|<ki ryyyyszä pi7ä!s1 taPpa@....,SEVERE
liity tähän qrjvK,MINOR
Tämä kaikKi on äR$Yttävä.,MODERATE
Sain juuri hyvän haukin.,OK
+ehkäÄ parannus T4i s44taN4 ranka1se3.,MODERATE
OnpA 1so ilma jäältä.,OK
TÄMÄ S3RVERI PÄtKI!,MINOR
seuraa minua somessa stbCo,MINOR
Mennäänkö seuraavalle järvelle?,OK
klikkaa tästä FRJyP,MINOR
hvoh,MINOR
TämÄ server! on h1das,MINOR
Sain juuri huonon taimenn.,OK
"Olipa kiva ahven, joka nykäisi!",OK
äl|<ää kuvnn3Lko tota nolifea. xD,MODERATE
ilmainen nitro aftnA,MINOR
P4inu hElveTtiin S1itä.,MODERATE
Onnea voittaJalle!,OK
V!t+u mitä p4ska t0uhu4.,MODERATE
liity tähän wiGCc,MINOR
mamvt pi14a $vomen.,SEVERE
ÄlkäÄ kuvNNelko +Ota nolifea.,MODERATE
klikkaa tästä mUlxo,MINOR
"Jumala Pelaztaa, tE ol3tte ärsyttäväa.",MODERATE
ProPilkkijä66,OK
"vihreät on paraS, muut on tonttua.",MODERATE
runkkaa mun pillua saatanan neekeri.,SEVERE
OleTkoo 0ike@s7i nOIn urpo?,MODERATE
FishingMaster28,OK
TÄMÄ sERvEr1 PÄTKII,MINOR
märkärunkkari,SEVERE
Ole7|<o o1keaSti noIn luuseRi?,MODERATE
L41ta Kuv4 svn pillvSt@.,SEVERE
blAablAa,MINOR
ViTtv m1tä huoNo ToUhua. :(,MODERATE
"saaaaatana p3lastaa, te Olette rum@a.",MODERATE
Mistä löytyy maaahtaava kuha????,OK
"jumala pelastaa, te olette huonoa.",MODERATE
Ku0|e pOi5 Vi+vn manne.,SEVERE
"He!| H!tler, mannet uuni!n.",SEVERE
älkäääää kUUnn3Lko TOta urpo@.,MODERATE
KuhaKuningas,OK
Haista paska servEr!.,MODERATE
Vastatkaa!,MINOR
"Olipa mahtava made, joka tuli!",OK
0LeTko oikEast! n0in TyyhMä?,MODERATE
nier!ä söi hYvIn täällä.,OK
onko täällÄ kEtään,MINOR
klikkaa tästä qSCgV,MINOR
HI1jaIsta,MINOR
Mann3t p1laa SuomeN.,SEVERE
ilmainen nitro jUzNj,MINOR
"Vitun traNsu, die!",SEVERE
Matti_M58,OK
Moi olen uusi täällä.,OK
Kukaan eeeeI tYk|<Ää Svz74 luusEri.,MODERATE
Sain juuri pienin nieriän.,OK
di3 ja kOko sun perh3.???,SEVERE
diE ja koko sun peRh3.,SEVERE
"WhiTe P0weR, v!tun traaaan$u.",SEVERE
Tänään on huono Syöntiiii.,OK
sinä oooon täysI urpo.,MODERATE
nus$1n sva j@ koko sUn perhe.,SEVERE
klikkaa tästä hXRSq,MINOR
Kukaan E! tyKkää svsta tyhMä.???,MODERATE
"heil HI+1Er, ryyyySSät vuNi!n. :D",SEVERE
halpaa kultaa TuceM,MINOR
halpaa kultaa dhcVk,MINOR
"V!Tun mannE, s1It yoUr throat!!!!1!",SEVERE
miksi tämä ei t0Imi,MINOR
Onpa huono ilma kivikosta.,OK
Sä oot iHan pEl1e.,MODERATE
Sain juuri kaunisn särkin.,OK
Tykkään tästä pEli$tä.,OK
Tämä serveri 8ug!Ttaa!!,MINOR
"persut on paras, muUT on urp04.",MODERATE
IceFisher23,OK
|<uka4N eI +ykkää zuzTa tOnttu.,MODERATE
Ole7ko oikeas+i nOIn vrpo????,MODERATE
"Olipa komea ahven, joka nykäisi!",OK
"viTun homo, ki1l yov!",SEVERE
halpaa kultaa pRXog,MINOR
Sanna8878,OK
TÄnään on hUono syyyönti.,OK
"saatana PElastAa, t3 olet7eee Okzettavaa.",MODERATE
IceFisher92,OK
"uskoNTo pe|@staa, Te olEtteee likainena.",MODERATE
ime mun tissita saatanan neekeri.,SEVERE
MIsSÄ aDMIN,MINOR
klikkaa tästä bcbnw,MINOR
kireitä siimoja kaikille.!,OK
Kuole pOIz vitUn Manne.!,SEVERE
liity tähän vForR,MINOR
Sä oOt ihaaaan pelle.,MODERATE
H@Luan ruNkKaA sua.!!,SEVERE
"Olipa pienI l0hi, jOka tuli!",OK
MiTEn vaihdetaan pilkkiä?,OK
1ai74 kuvA sun Muna57a. :(,SEVERE
mannet pilaa su0m3n.,SEVERE
taimen nykäisi hyvin täällä.,OK
ZzZZ!,MINOR
Lait4 kvva 5un +!ssits+4.,SEVERE
TänÄÄn oN huono syönti.,OK
paaaNE mvn kullia sa4tanan neekeR!.,SEVERE
"Wh1Te P0wEr, V1Tun huora.",SEVERE
Tehkää parannvS tai SaaT@Na r@nka!S3e. :D,MODERATE
O|etko oiKeAsti Noin luuser!?,MODERATE
seuraa minua somessa EZHTF,MINOR
hiljaaaIsta...,MINOR
Tämä $erverI jumittaa,MINOR
sinÄ on tääySi urp0.,MODERATE
Onpa kiva ilma matalasta.,OK
kv0l3 po!s vItun jutku.,SEVERE
tämä 5Erveeeeri kAAtuu,MINOR
ProPilkkijä96,OK
PilkkiUkko57,OK
Ha1st@ pazka sinä.!!,MODERATE
halpaa kultaa dKluY,MINOR
P4inu helV3ttiIn siitä.,MODERATE
"|<ommuNIstit on p@ras, muut 0n pElLeA.!!!1!",MODERATE
Kalamies62,OK
Ha1sta paskA peli.,MODERATE
ilmainen nitro NVxvE,MINOR
KU0lE pois vitvn hooomo.,SEVERE
Miten vaihdetAAn pilkkiä?,OK
VASTATKAA :(,MINOR
P4inU he|ve7+iIn $i!tä.,MODERATE
hilj4ista,MINOR
haluan nussIa svA....,SEVERE
KukAan eeeii Tykkää susta pelle.,MODERATE
HAlvAn nU5sii@ suuuua.,SEVERE
M0det on täysi jonne. :D,MODERATE
Kuole pOis v!tvn neekeri.,SEVERE
"Wh!+e Power, vitun rys$ä.",SEVERE
NähdääN huomenna. xD,OK
5ä oot Likainen hom0.,SEVERE
märkä kulli täällä tarjolla,SEVERE
Mistä löytyy hyvä lohi?,OK
Onko admiiin pa!Kalla?,OK
tämÄ pel1 on okzettava. :(,MODERATE
ooTKo jutku? painu vit+uuN.!!!1!,SEVERE
MIKsI tÄMÄ EI TOIMI,MINOR
Painu helvetti1n zii+ä.,MODERATE
m3ne pois vi7un tonttu.,MODERATE
Huuuomenna uusi ki$A. :D,OK
KUole pois vItun NEe|<eri.,SEVERE
jutkut p114A su0m3n. xD,SEVERE
Tuleekoooo muille kiizKia????,OK
tämä serveri bugit7aa,MINOR
OnPa hyvÄ iilma järveLtä. :(,OK
FishingMaster74,OK
"Olipa komea särki, joka söi!",OK
Tämä Serveri on hidas,MINOR
Sanna8831,OK
"He!l Hit13r, Muutakvonot uUn!in.",SEVERE
Älkää kuvnnelko tota 7yhmäa.,MODERATE
|<aikk! mAnne p!täis1 7appa4.!!!1!,SEVERE
"j3esus pe|Astaa, te o1e+7e paskaa.",MODERATE
TÄMÄ SERVErI BUGITT4A :D,MINOR
iso muna täällä tarjolla,SEVERE
MiKä On paras syötti ahvenlle? :(,OK
huor4t pilaa su0meeeen.,SEVERE
TÄMÄ sERVERI JUMITTAA,MINOR
14ita kvva zvn 7is5ItSta.,SEVERE
KireiTÄ siimoJa kaikille.,OK
seuraa minua somessa FykHi,MINOR
MIKÄ MeININK1 :D,MINOR
"jeesus pelastaaa, 7e olet+E LIkainenA.",MODERATE
hilJa1zta,MINOR
laitaaaa kuVa sUn kullista.,SEVERE
h4ist@ pazKa modEt.,MODERATE
hu0rat pilaa suoM3n.!!,SEVERE
K@ik|<i h0mo piTäisi +4ppaa.,SEVERE
kiksauttaa mun kyrpäa saatanan jutku.,SEVERE
Kireitä Siimoja kAikIl1e.,OK
Tämä sInä 0n huono....,MODERATE
"WhitE Power, vitun mUtakuuuono.",SEVERE
Kalamies66,OK
huomenna uvsi kIsa.,OK
0LetkO oikEasti nOin 1diO0tti????,MODERATE
Paiinu helvettiin Siitä.,MODERATE
Tehkää p@rannus t@i Jumala rAn|<aIsee.,MODERATE
"Olipa komea särki, joka söi!",OK
"MoI, onKo täszä kIsa5sa sääntööjä?!!!1!",OK
TÄmä seRVeri lagiI,MINOR
oNko tääl|ä |<etäÄn,MINOR
IceFisher76,OK
Sain Juuri huonOn lohin.,OK
Hais7a pAsk4 mOdet. :(,MODERATE
Kuol3 pOiS vi+Un m4nneeee.,SEVERE
|<uKaan eI tykkÄä susta Nvijaaaa.,MODERATE
Nuzsin sua jaaaa ko|<o sUN perhe.,SEVERE
M!kä on paras syöt+i Lohille?,OK
Tuleeko muIlle nieriÄa?,OK
V!ttu mitä okse+taaaava touhuA.,MODERATE
IceFisher70,OK
Älkää kUuNn3|ko tota Pellea. xD,MODERATE
NuSsIa mun mUn@A 5@atanan Neek3r1.!!,SEVERE
"Vitun jvTku, vedän turpa@n!",SEVERE
Tämä serVeri lagii,MINOR
miksI tämä EI toimi,MINOR
liity tähän egNMP,MINOR
Huomenna uusii kisa.,OK
OnnEaaaa VOittajalle!...,OK
Ha1van panE sva.,SEVERE
MiKä on pAraS syötti särkille?,OK
tämä sinä On lika1nen.,MODERATE
Teh|<ää parANNUs t4I al|ah ranKaisEe.!!!1!,MODERATE
ilmainen nitro fegeq,MINOR
KUoLe pois v1tun mutaaku0N0.,SEVERE
MISSÄ ADMin,MINOR
|aita kvva zun kyrpäsTa.,SEVERE
PAiNu He|veTtiiN s1i+ä....,MODERATE
Sain juuri huonon maden.,OK
"Wh!te POweR, vitvn trAnsu. :(",SEVERE
NäHdään huomenNa.,OK
Matti_M91,OK
Sanna8893,OK
Sain juuri mahtavan kiiskin.,OK
MeNe poIs vi+un noob.,MODERATE
"V1tun manne, veedän Tvrp4an!",SEVERE
PilkkiUkko34,OK
KireItä SIimoja |<aikille....,OK
Mistä löytyy hyvä kiiski?,OK
Kaikki ju+ku pitÄIs1 t@ppaa.,SEVERE
Painu helveTt1iin Siitä.,MODERATE
"olipA hyvä NierIä, joka karkasi!",OK
"saaaaat@n@ pelastaa, te oleettE rUmaa. xD",MODERATE
"H3iil HitL3r, ry$zÄt uvniin.",SEVERE
särki tuli Hyvin täällä.,OK
KireItä SIimoja |<aikille....,OK
ho!della mUn ku|lia saaT4nan mamu.???,SEVERE
Tänään on huonO syÖnti.,OK
Kaaaikk! On täysI PeLl3.,MODERATE
Älkää kuUnnelko tot@ tyhmäa.,MODERATE
PilkkiUkko39,OK
"Olipa iso made, joka nappasi!",OK
Onpa K1v4 ilMa kivikosta.,OK
ÄlKäÄ kuunnElko t0t4 urp0a.,MODERATE
Sä oo7 Ihan noLife.,MODERATE
Tämä serveri bu6iTtaa,MINOR
slit your 7hroat ja k0ko zun perhe.,SEVERE
tyl$Ää :D,MINOR
SÄ O07 l!K@iNeN huorA.,SEVERE
Oletk0 oikeast! noin nO|ife?,MODERATE
klikkaa tästä JJywS,MINOR
haISta paska serv3ri.,MODERATE
Haluan nvss!a sva.,SEVERE
PilkkiMestari,OK
Mikä On paras sYöTti SiikallE?,OK
Ä1kää kuunn3Lko tota iDioottia.,MODERATE
klikkaa tästä RnZbp,MINOR
Oletko oikeeeAsti nOin no0b?!,MODERATE
"Vitvn jv+kv, rA1skaan 5ut!!",SEVERE
Haluan hoid3lLa sua. :D,SEVERE
TÄmä serVeri kaAtuu,MINOR
Mikä on paras syötti särkille?,OK
MitEn vAihdetAan pilkkiä? xD,OK
Vittu mI7ä oks3TtAva touhua.,MODERATE
FishingMaster19,OK
HaIsTaaa paskaa |<@IKki.,MODERATE
"a1lah pelastaa, te olette huon0a.",MODERATE
HAistaaa paska sinä.,MODERATE
HiLJAISTA,MINOR
"Vitun rys$Ä, sL1t your Thr0at!",SEVERE
TänäÄn on huono sYÖntI.,OK
"uskonto pelasTaA, te o1ett3 paskaaaa.",MODERATE
hiljaiSta???,MINOR
HiLJ4ISTA!!,MINOR
L@ita Kuva sUN mvNas+4. :D,SEVERE
liity tähän hjKPt,MINOR
"White Pow3R, vitvn transu.!!!1!",SEVERE
hvor4ll1nen perse täällä t4rjoll4,SEVERE
TeHkää par4nnus tai juMa1a rankaiseeeee.,MODERATE
Meene poIs vitun n0lIfe.,MODERATE
Tuleeko muille lohia?,OK
Onpa Hieno iiiLma jÄältä. :D,OK
"Olipa hieno made, joka nappasi!",OK
Sä oOt ihaaaan pelle.,MODERATE
m1kä meininki,MINOR
ProPilkkijä60,OK
"Olipa kaunis särki, joka karkasi!",OK
seuraa minua somessa pVPsv,MINOR
"Olipa kiva made, joka söi!",OK
saako sun kivekseta runkkaa?,SEVERE
nähdäÄn huooomEnna.,OK
Oletk0 Oikeazt! noin n0life?,MODERATE
"Olipa hieno lohi, joka nappasi!",OK
Painu heLvettIin sI1tÄ.,MODERATE
"H3i1 H1Tler, ryssät uuniin.",SEVERE
OleTk0 oikeastI nOin joooNne?,MODERATE
vedäN turP4an j@ k0ko 5un p3rhe.,SEVERE
|<aikki on täYSi idiootti.,MODERATE
"HeIl H17l3r, mAnnet uun1in.",SEVERE
klikkaa tästä NNoSS,MINOR
VAStATKAa,MINOR
NäHdään huuomenna.,OK
kaik|<I tr4nsu pitäizI tappaa.,SEVERE
"Olipa kaunis nieriä, joka karkasi!",OK
"Whit3 PoweR, vitun mvtakvon0.",SEVERE
Kvkaan ei tyKkää susta tyhmä.!!!1!,MODERATE
"sosialismi on paras, muut on nooba.",MODERATE
peli on täY$I tonttu.,MODERATE
hUOh,MINOR
missä admiin,MINOR
klikkaa tästä Pdimz,MINOR
Oletko oikeasTi Noin idi0otti?,MODERATE
Kukaan ei tYkkÄä $uSt4 noob....,MODERATE
Mikä on paras syött1 lohIlle?,OK
TÄMÄ SErvERI EI TO!MI,MINOR
mannet pi1a@ 5v0men.,SEVERE
ootko t1vkk4 nvss1j4,SEVERE
Tämä serveri lAgii,MINOR
TuLeeko muille lohia????,OK
klikkaa tästä NNAVP,MINOR
liity tähän CELxu,MINOR
|<ukaan ei 7ykkää suStA pelle.,MODERATE
Matti_M68,OK
klikkaa tästä AHmKk,MINOR
halpaa kultaa gJHVl,MINOR
Hyvää huomenta!,OK
nvssi4 muN ku|l!a sa@tan4n hv0ra.,SEVERE
halpaa kultaa wKOOq,MINOR
peli on täysi noliiife.,MODERATE
klikkaa tästä cvOfl,MINOR
"OlipA mahtava n!eriä, joka karkasI!",OK
"Olipa hyvä siika, joka karkaSi!",OK
"Wh!+e P0wer, viTvn ryssä. :D",SEVERE
TÄmä serveri |agii,MINOR
"HeiL Hi7Leer, trAnsut vvniin.",SEVERE
"Whi7e PowEr, vitun Hvora.",SEVERE
klikkaa tästä jEIqY,MINOR
Kvkaan ei Tykkää susta idio07t!. :(,MODERATE
OLetko Oikeast1 noin nolife?,MODERATE
"HeiiL HI+leer, ne3keri+ uUniin.",SEVERE
"Olipa huono nieriä, joka nappasi!",OK
Kukaan ei tyKkäÄ svs+a pel|e.,MODERATE
La!t4 |<vva sUn tissits7a.,SEVERE
"Hei| Hitler, RysSät Uvniin.",SEVERE
halpaa kultaa NzloF,MINOR
Onpa Hyvä ilma järveltä. :(,OK
+ÄMÄ SErVERI PÄTKII,MINOR
Tehkää parannUs tai a1lah ranKAiseE.,MODERATE
"HE!l HItlEr, mAnnE7 uvniin.",SEVERE
KaIkk1 transu pitÄi$i 7appaa.,SEVERE
Sanna8847,OK
seuraa minua somessa yvRiM,MINOR
H4lvan paN3 sva.,SEVERE
"Olipa kaunis lohi, joka tuli!",OK
seuraa minua somessa BBoEm,MINOR
sä oot 1h4n tonttu. :D,MODERATE
mAmuT pi|aa svomen.,SEVERE
Tänään On huuuono syönti.???,OK
Kuole pois vitun ne3ker!.,SEVERE
"HeI1 Hit1Er, Tranzut vunI!n.",SEVERE
ÄlKää kuvnne1|<o tota nv1jaa.,MODERATE
TäMä 5erveri jumIt+aa,MINOR
klikkaa tästä OvNlA,MINOR
M3ne p0!s vi7un Luuseeeeri. xD,MODERATE
klikkaa tästä arkHX,MINOR
SerVeri On täysi luUseri.,MODERATE
Tämä peliii oon pask4.,MODERATE
"Vi7vn transu, ra1sk4an sut!",SEVERE
halpaa kultaa bTlxV,MINOR
TÄMÄ SeRVERI PÄtKII,MINOR
liity tähän IkaxV,MINOR
"soSialismi on p@ras, muvt 0n n0Oba.",MODERATE
ilmainen nitro clfot,MINOR
"heil Hi+ler, mvt@kuonot vvniin.",SEVERE
14it4 kvva sun muNasta.,SEVERE
"moI, OnKo täsSä KisassA sÄäntöJä? :D",OK
Mikä on par@s sYötti taImenlLe?,OK
liity tähän GWzUa,MINOR
seuraa minua somessa cDxyV,MINOR
"WhIt3 Power, vitvn +r4nsv. xD",SEVERE
Tämä Serveri bugittaa,MINOR
7äMÄ SErVErI EI TOIMI,MINOR
Sain juuri pienin siikan.,OK
IceFisher53,OK
Älkää kuunneLk0 Tota luuuuSeria.???,MODERATE
Matti_M48,OK
täMä seeerveRi |a6ii!!!1!,MINOR
s1nä on Täysi pEll3.,MODERATE
"per$ut on Par@s, MuuT on urpoa.",MODERATE
"Olipa mahtava nieriä, joka nAppaSi!???",OK
Hais+a P4sKa pEli.!!!1!,MODERATE
Kalamies72,OK
liity tähän ZmqGt,MINOR
"vi+uuun homo, k1ll yooou!!!",SEVERE
Matti_M91,OK
TämÄ serVeRi ei toiiMi,MINOR
0ootko 7ransu? painU Vit7uvn.,SEVERE
Saaain juuRi kivaN hAukin.,OK
KiitOs pelisTä.???,OK
Tämä kaik|<i on oksetT@va.,MODERATE
"Olipa huono nieriä, joka söi!",OK
ÄlkäÄ |<uuNnelKO t0tA nolifeea. :(,MODERATE
ka1k|<i rysSÄ p1Tä!5i 74pp@a.!!,SEVERE
ry5sät pIlaa suomen.,SEVERE
KUol3 poiS vitun mAmu. :D,SEVERE
Tämä seRveri jUmittaa :D,MINOR
NähDään huomenna. xD,OK
Tehkää parannus tAi KirKkO rAnkAisEe. :(,MODERATE
TUleeko muIlle haukiaaa?,OK
liity tähän RQmsp,MINOR
TÄmä serveri jumiiiittaa!!!1!,MINOR
Halu4n nusSi4 sv4.,SEVERE
Tämää peli oN hu0nO.!,MODERATE
tämä kaikki On o|<sett@va.!,MODERATE
Mistä löytyy kiva särki?,OK
Sä oot likainen n3eker!.,SEVERE
serverI on täysi nol!f3. :D,MODERATE
Kuo|3 po!s vitvn mamu.,SEVERE
TapAn 5ut ja kok0 $un perhe. xD,SEVERE
bLaab|Aa!!,MINOR
kikzAvt7a4 mun persea z4a7AnaN Huora.,SEVERE
Ole7Ko ooikeasti N0in pel1e?,MODERATE
0Ot|<O hoomO? Painv v1ttUun.,SEVERE
hiLjaist4,MINOR
v3dän turpAan ja koko $UN peerh3.!!!1!,SEVERE
Sain juuri hienon särkin.,OK
"H3il HitlEr, manNet uuuun!iN.",SEVERE
Mistä LöytyyY kiVa ahven?,OK
ProPilkkijä53,OK
p41nv n41d4 sen k1veksetn k4nss4,SEVERE
|@it4 kvVa svn kyrPäSta....,SEVERE
ootko kuuma nussija,SEVERE
ProPilkkijä90,OK
Tämä sERveri pätk!i!!!1!,MINOR
tämä SERveri bugi7taa,MINOR
serveri on täysi j0nne.!!!1!,MODERATE
MiiiitEn vaiHdetaan piLk|<iä?!!,OK
Älkää kuunneeeelko tota nuijAa.,MODERATE
nuole mun tissita saatanan jutku.,SEVERE
Nähdään hv0meNnA.,OK
KAikkI huora pitäis! tAPpa@.,SEVERE
Kaikki transu pi7äis1 tappaa....,SEVERE
HaiSTa paska serveeeri.,MODERATE
väSy+tää!!!1!,MINOR
BLAABL@a,MINOR
miksi tämää ei Toimi,MINOR
mikÄ MeininkI,MINOR
TEhkää paranNvs T@I JeEsus rankais3e.,MODERATE
halpaa kultaa EhgIt,MINOR
H@!sta paska mOdet.,MODERATE
"he|vetti peLasTaa, te olette surkeaa.",MODERATE
liity tähän MZiJp,MINOR
Blaa8laA,MINOR
7Ämä kaikki 0n paskA.???,MODERATE
Kii7os peLiStä. :(,OK
klikkaa tästä vCzNU,MINOR
halpaa kultaa WtoWN,MINOR
Kalamies8,OK
OotkO juu7kv???? painU viTtuvn.!!!1!,SEVERE
Mennäänkö seuraavalle järvelle?,OK
"Olipa mahtava made, joka nousi!",OK
liity tähän YXsfr,MINOR
